#Detector 1 at road 1 at position x=297 aggregation time [s]=10
#time[s]	flow[veh/h]	speed[km/h]
50		2520		57
60		1440		47
70		1800		41
80		2160		40
90		2160		41
100		1800		42
110		3240		42
120		2160		44
130		2520		42
140		2520		43
150		2160		44
160		3240		45
170		3240		43
180		3600		42
190		2520		49
